Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
18 OCT 2024,SHARDACROP,EQ,SHARDA CROPCHEM LTD.     ,Listed    ,18 OCT 2024,              10.00,          90220495,            607.85,    54840527885.75
18 OCT 2024,SHARDAMOTR,EQ,SHARDA MOTOR INDS LTD    ,Listed    ,18 OCT 2024,               2.00,          28703853,           2145.35,    61579811033.55
18 OCT 2024,SHAREINDIA,EQ,SHARE IND. SECURITIES LTD,Listed    ,18 OCT 2024,               2.00,         208270115,            319.60,    66563128754.00
18 OCT 2024,SHEETAL,SM,SHEETAL UNIVERSAL LIMITED,Listed    ,18 OCT 2024,              10.00,          11455999,             63.45,      726883136.55   
18 OCT 2024,SHEKHAWATI,BE,SHEKHAWATI INDUSTRIES LTD,Listed    ,18 OCT 2024,              10.00,          34470000,             47.10,     1623537000.00
18 OCT 2024,SHEMAROO,EQ,SHEMAROO ENTER. LTD.     ,Listed    ,18 OCT 2024,              10.00,          27293089,            171.35,     4676943731.05  
18 OCT 2024,SHERA,SM,SHERA ENERGY LIMITED     ,Listed    ,18 OCT 2024,              10.00,          22788347,            219.85,     5010018087.95     
18 OCT 2024,SHIGAN,SM,SHIGAN QUANTUM TECH LTD  ,Listed    ,18 OCT 2024,              10.00,          18129900,            125.75,     2279834925.00    
18 OCT 2024,SHILPAMED,EQ,SHILPA MEDICARE LTD      ,Listed    ,18 OCT 2024,               1.00,          97790908,            863.10,    84403332694.80 
18 OCT 2024,SHIVALIK,EQ,SHIVALIK RASAYAN LIMITED ,Listed    ,18 OCT 2024,               5.00,          15560365,            568.70,     8849179575.50  
18 OCT 2024,SHIVAMAUTO,BE,SHIVAM AUTO.LTD          ,Listed    ,18 OCT 2024,               2.00,         122222222,             44.10,     5388777768.00
18 OCT 2024,SHIVAMILLS,EQ,SHIVA MILLS LIMITED      ,Listed    ,18 OCT 2024,              10.00,           8641808,             94.45,      816218765.60
18 OCT 2024,SHIVATEX,EQ,SHIVA TEXYARN LIMITED    ,Listed    ,18 OCT 2024,              10.00,          12962713,            236.35,     3063866844.70  
18 OCT 2024,SHIVAUM,ST,SHIV AUM STEELS LIMITED  ,Listed    ,15 OCT 2024,              10.00,          13600400,            276.00,     3753710400.00   
18 OCT 2024,SHK,EQ,S H KELKAR AND CO. LTD.  ,Listed    ,18 OCT 2024,              10.00,         138420801,            319.40,    44211603839.40       
18 OCT 2024,SHOPERSTOP,EQ,SHOPPERS STOP LIMITED    ,Listed    ,18 OCT 2024,               5.00,         109978193,            741.25,    81521335561.25
18 OCT 2024,SHRADHA,BE,SHRADHA INFRAPROJECTS LTD,Listed    ,18 OCT 2024,               5.00,          20249392,            170.45,     3451913854.25   
18 OCT 2024,SHREDIGCEM,EQ,SHREE DIGVIJAY CEM CO LTD,Listed    ,18 OCT 2024,              10.00,         147406778,             92.05,    13567319847.10
18 OCT 2024,SHREECEM,EQ,SHREE CEMENT LIMITED     ,Listed    ,18 OCT 2024,              10.00,          36080748,          24325.25,   877673215287.00  
18 OCT 2024,SHREEKARNI,SM,SHREE KARNI FABCOM LTD   ,Listed    ,18 OCT 2024,              10.00,           7072000,            725.00,     5127200000.00
18 OCT 2024,SHREEOSFM,SM,SHREE OSFM E-MOBILITY LTD,Listed    ,18 OCT 2024,              10.00,          14284000,            159.50,     2278298000.00 
18 OCT 2024,SHREEPUSHK,BE,SHRE PUSH CHEM & FERT LTD,Listed    ,18 OCT 2024,              10.00,          31625880,            271.60,     8588956490.40
18 OCT 2024,SHREERAMA,BE,SHREE RAMA MULTI TECH LTD,Listed    ,18 OCT 2024,               5.00,         133468005,             28.75,     3839874503.85 
18 OCT 2024,SHREMINVIT,IV,SHREM INVIT              ,Listed    ,28 MAR 2024,             100.00,         610844160,            117.70,    71908574515.20
18 OCT 2024,SHRENIK,BE,SHRENIK LIMITED          ,Listed    ,18 OCT 2024,               1.00,         612000000,              0.75,      465120000.00   
18 OCT 2024,SHREYANIND,EQ,SHREYANS INDUSTRIES LTD  ,Listed    ,18 OCT 2024,              10.00,          13825000,            254.30,     3515697500.00
18 OCT 2024,SHREYAS,EQ,SHREYAS SHIPPING & LOGIST,Listed    ,18 OCT 2024,              10.00,          21957533,            376.25,     8261521791.25   
18 OCT 2024,SHRIPISTON,EQ,SHRIRAM PIST. & RING LTD ,Listed    ,18 OCT 2024,              10.00,          44049824,           2221.35,    97850076542.40
18 OCT 2024,SHRIRAMFIN,EQ,SHRIRAM FINANCE LIMITED  ,Listed    ,18 OCT 2024,              10.00,         375989264,           3344.65,  1257552491837.60
18 OCT 2024,SHRIRAMPPS,EQ,SHRIRAM PROPERTIES LTD   ,Listed    ,18 OCT 2024,              10.00,         170352907,            118.30,    20152748898.10
18 OCT 2024,SHRITECH,SM,SHRI TECHTEX LIMITED     ,Listed    ,16 OCT 2024,              10.00,          24950000,             65.00,     1621750000.00  
18 OCT 2024,SHUBHLAXMI,ST,SHUBHLAXMI JEWEL ART LTD ,Listed    ,18 OCT 2024,              10.00,           8804000,             30.65,      269842600.00
18 OCT 2024,SHUBHSHREE,ST,SHUBHSHREE BIOFUELS ENE L,Listed    ,18 OCT 2024,              10.00,           5242000,            235.00,     1231870000.00
18 OCT 2024,SHYAMCENT,EQ,SHYAM CENTURY FERROUS LTD,Listed    ,18 OCT 2024,               1.00,         212172990,             18.15,     3853061498.40 
18 OCT 2024,SHYAMMETL,EQ,SHYAM METALICS AND ENGY L,Listed    ,18 OCT 2024,              10.00,         279131853,            899.80,   251162841329.40 
18 OCT 2024,SHYAMTEL,EQ,SHYAM TELECOM LIMITED    ,Listed    ,18 OCT 2024,              10.00,          11270000,             14.35,      161499100.00  
18 OCT 2024,SIDDHIKA,SM,SIDDHIKA COATINGS LIMITED,Listed    ,18 OCT 2024,              10.00,           6179000,            140.30,      866913700.00  
18 OCT 2024,SIEMENS,EQ,SIEMENS LTD              ,Listed    ,18 OCT 2024,               2.00,         356120505,           7803.00,  2778808300515.00   
18 OCT 2024,SIGACHI,EQ,SIGACHI INDUSTRIES LTD   ,Listed    ,18 OCT 2024,               1.00,         328194980,             50.65,    16619793787.20   
18 OCT 2024,SIGIND,EQ,SIGNET INDUSTRIES LIMITED,Listed    ,18 OCT 2024,              10.00,          29437000,             72.30,     2128000730.00    
18 OCT 2024,SIGMA,EQ,SIGMA SOLVE LIMITED      ,Listed    ,18 OCT 2024,              10.00,          10277498,            373.55,     3839159377.90     
18 OCT 2024,SIGNATURE,EQ,SIGNATUREGLOBAL INDIA LTD,Listed    ,18 OCT 2024,               1.00,         140510691,           1489.55,   209297699779.05 
18 OCT 2024,SIGNORIA,SM,SIGNORIA CREATION LIMITED,Listed    ,18 OCT 2024,              10.00,           4758000,            135.00,      642330000.00  
18 OCT 2024,SIGNPOST,EQ,SIGNPOST INDIA LIMITED   ,Listed    ,18 OCT 2024,               2.00,          53450000,            234.20,    12517990000.00  
18 OCT 2024,SIKKO,EQ,SIKKO INDUSTRIES LIMITED ,Listed    ,18 OCT 2024,              10.00,          16800000,             98.05,     1647576000.00     
18 OCT 2024,SIL,BE,STANDARD INDUSTRIES LTD. ,Listed    ,18 OCT 2024,               5.00,          64328941,             26.40,     1699570621.20       
18 OCT 2024,SILGO,EQ,SILGO RETAIL LIMITED     ,Listed    ,18 OCT 2024,              10.00,          18496802,             43.95,      813119415.90     
18 OCT 2024,SILINV,EQ,SIL INVESTMENTS LIMITED  ,Listed    ,18 OCT 2024,              10.00,          10595860,            730.95,     7745043867.00    
18 OCT 2024,SILKFLEX,ST,SILKFLEX POLYMERS INDIA L,Listed    ,18 OCT 2024,              10.00,          11607000,             80.75,      937265250.00  
18 OCT 2024,SILLYMONKS,EQ,SILLY MONKS ENTERTAIN LTD,Listed    ,18 OCT 2024,              10.00,          10211300,             23.30,      237821177.00
18 OCT 2024,SILVERTUC,EQ,SILVER TOUCH TECHNO LTD  ,Listed    ,18 OCT 2024,              10.00,          12681000,            717.60,     9099885600.00 
18 OCT 2024,SIMBHALS,BE,SIMBHAOLI SUGARS LTD.    ,Listed    ,18 OCT 2024,              10.00,          41279020,             24.15,      997301123.20  
18 OCT 2024,SIMPLEXINF,BE,SIMPLEX INFRASTRUCTURES L,Listed    ,18 OCT 2024,               2.00,          57142820,            250.30,    14303419274.20
18 OCT 2024,SINCLAIR,EQ,SINCLAIRS HOTELS LIMITED ,Listed    ,18 OCT 2024,               2.00,          51260000,             94.35,     4837406200.00  
18 OCT 2024,SINDHUTRAD,EQ,SINDHU TRADE LINKS LTD   ,Listed    ,18 OCT 2024,               1.00,        1541928780,             23.95,    36898355705.40
18 OCT 2024,SINTERCOM,EQ,SINTERCOM INDIA LIMITED  ,Listed    ,18 OCT 2024,              10.00,          27527822,            157.15,     4326547783.75 
18 OCT 2024,SIRCA,EQ,SIRCA PAINT INDIA LIMITED,Listed    ,18 OCT 2024,              10.00,          54808800,            326.75,    17908775400.00     
18 OCT 2024,SIS,EQ,SIS LIMITED              ,Listed    ,18 OCT 2024,               5.00,         144154013,            401.75,    57913874722.75       
18 OCT 2024,SITINET,BE,SITI NETWORKS LIMITED    ,Listed    ,18 OCT 2024,               1.00,         872053848,              0.95,      819730617.10   
18 OCT 2024,SIYSIL,EQ,SIYARAM SILK MILLS LTD   ,Listed    ,18 OCT 2024,               2.00,          45370088,            520.25,    23603788282.00    
18 OCT 2024,SJLOGISTIC,ST,S J LOGISTICS (INDIA) LTD,Listed    ,18 OCT 2024,              10.00,          14483130,            580.50,     8407456965.00
18 OCT 2024,SJS,EQ,SJS ENTERPRISES LIMITED  ,Listed    ,18 OCT 2024,              10.00,          31037904,           1098.20,    34085826172.80       
18 OCT 2024,SJVN,EQ,SJVN LTD                 ,Listed    ,18 OCT 2024,              10.00,        3929795175,            122.25,   480456758095.50      
18 OCT 2024,SKFINDIA,EQ,SKF INDIA LTD            ,Listed    ,18 OCT 2024,              10.00,          49437963,           5343.85,   264189058577.55  
18 OCT 2024,SKIPPER,EQ,SKIPPER LIMITED          ,Listed    ,18 OCT 2024,               1.00,         102670212,            571.10,    58634958073.20   
18 OCT 2024,SKMEGGPROD,EQ,SKM EGG PROD EXPORT(I) LT,Listed    ,18 OCT 2024,              10.00,          26330000,            257.25,     6773392500.00
18 OCT 2024,SKP,SM,SKP BEARING INDUSTRI. LTD,Listed    ,18 OCT 2024,              10.00,          16600000,            222.65,     3695990000.00       
18 OCT 2024,SKYGOLD,BE,SKY GOLD LIMITED         ,Listed    ,18 OCT 2024,              10.00,          13237205,           3181.40,    42112843987.00   
18 OCT 2024,SLONE,SM,SLONE INFOSYSTEMS LIMITED,Listed    ,18 OCT 2024,              10.00,           5269013,            150.40,      792459555.20     
18 OCT 2024,SMARTLINK,BE,SMARTLINK HOLDINGS LTD   ,Listed    ,18 OCT 2024,               2.00,           9975000,            238.45,     2378538750.00 
18 OCT 2024,SMCGLOBAL,EQ,SMC GLOBAL SECURITIES LTD,Listed    ,18 OCT 2024,               2.00,         104700000,            163.95,    17165565000.00 
18 OCT 2024,SMLISUZU,EQ,SML ISUZU LIMITED        ,Listed    ,18 OCT 2024,              10.00,          14471646,           1820.70,    26348525872.20  
18 OCT 2024,SMLT,EQ,SARTHAK METALS LIMITED   ,Listed    ,18 OCT 2024,              10.00,          13689750,            192.10,     2630074770.00      
18 OCT 2024,SMSLIFE,BE,SMS LIFESCIENCES (I) LTD ,Listed    ,18 OCT 2024,              10.00,           3023287,           1505.60,     4551860907.20   
18 OCT 2024,SMSPHARMA,EQ,SMS PHARMACEUTICALS LTD. ,Listed    ,18 OCT 2024,               1.00,          84652030,            317.40,    26868554322.00 
18 OCT 2024,SMVD,SM,SMVD POLY PACK LIMITED   ,Listed    ,07 OCT 2024,              10.00,          10030108,             13.50,      135406458.00      
18 OCT 2024,SNOWMAN,EQ,SNOWMAN LOGISTICS LTD.   ,Listed    ,18 OCT 2024,              10.00,         167087995,             76.25,    12737117858.85   
18 OCT 2024,SOBHA,EQ,SOBHA LIMITED            ,Listed    ,18 OCT 2024,              10.00,          94845853,           1739.85,   165017557342.05     
18 OCT 2024,SOFTTECH,EQ,SOFTTECH ENGINEERS LTD   ,Listed    ,18 OCT 2024,              10.00,          12819140,            357.40,     4581560636.00  
18 OCT 2024,SOLARA,EQ,SOLARA ACTIVE PHA SCI LTD,Listed    ,18 OCT 2024,              10.00,          36005267,            810.15,    29169667060.05    
18 OCT 2024,SOLARINDS,EQ,SOLAR INDUSTRIES (I) LTD ,Listed    ,18 OCT 2024,               2.00,          90490055,          11421.80,  1033559310199.00 
18 OCT 2024,SOLEX,SM,SOLEX ENERGY LIMITED     ,Listed    ,18 OCT 2024,              10.00,          10802500,           1454.50,    15712236250.00     
18 OCT 2024,SOMANYCERA,EQ,SOMANY CERAMICS LIMITED  ,Listed    ,18 OCT 2024,               2.00,          41003620,            701.90,    28780440878.00
18 OCT 2024,SOMATEX,EQ,SOMA TEXTILES & INDUST LT,Listed    ,18 OCT 2024,              10.00,          33033000,             44.35,     1465343880.00   
18 OCT 2024,SOMICONVEY,BE,SOMI CONVEYOR BELT. LTD. ,Listed    ,18 OCT 2024,              10.00,          11779656,            177.20,     2087237246.65
18 OCT 2024,SONACOMS,EQ,SONA BLW PRECISION FRGS L,Listed    ,18 OCT 2024,              10.00,         621255090,            637.30,   395925868857.00  
18 OCT 2024,SONAMAC,SM,SONA MACHINERY LIMITED   ,Listed    ,18 OCT 2024,              10.00,          13724000,            171.45,     2352979800.00   
18 OCT 2024,SONAMLTD,BE,SONAM LIMITED            ,Listed    ,18 OCT 2024,               5.00,          40032000,             79.50,     3181743360.00  
18 OCT 2024,SONATSOFTW,EQ,SONATA SOFTWARE LTD      ,Listed    ,18 OCT 2024,               1.00,         280424816,            605.30,   169741141124.80
18 OCT 2024,SONUINFRA,SM,SONU INFRATECH LIMITED   ,Listed    ,17 OCT 2024,              10.00,           7850000,             51.50,      404275000.00 
18 OCT 2024,SOTAC,SM,SOTAC PHARMACEUTICALS LTD,Listed    ,11 OCT 2024,              10.00,          11050000,            137.20,     1516060000.00     
18 OCT 2024,SOTL,EQ,SAVITA OIL TECHNOLO. LTD ,Listed    ,18 OCT 2024,               2.00,          69100415,            534.45,    36930716796.75      
18 OCT 2024,SOUTHBANK,EQ,THE SOUTH INDIAN BANK LTD,Listed    ,18 OCT 2024,               1.00,        2616266475,             25.00,    65406661875.00 
18 OCT 2024,SOUTHWEST,EQ,SOUTH WEST PINNACLE LTD  ,Listed    ,18 OCT 2024,              10.00,          27902400,            120.30,     3356658720.00 
18 OCT 2024,SPAL,EQ,S. P. APPARELS LIMITED   ,Listed    ,18 OCT 2024,              10.00,          25092600,            895.40,    22467914040.00      
18 OCT 2024,SPANDANA,EQ,SPANDANA SPHOORTY FIN LTD,Listed    ,18 OCT 2024,              10.00,          71305144,            499.05,    35584832113.20  
18 OCT 2024,SPARC,EQ,SUN PHARMA ADV.RES.CO.LTD,Listed    ,18 OCT 2024,               1.00,         324499558,            215.60,    69958859709.20     
18 OCT 2024,SPCENET,EQ,SPACENET ENTERS IND LTD  ,Listed    ,18 OCT 2024,               1.00,         555128306,             26.40,    14660938561.45   
18 OCT 2024,SPCL,SM,SHIVALIC POWER CONTROL L ,Listed    ,18 OCT 2024,              10.00,          24115754,            235.35,     5675642703.90      
18 OCT 2024,SPECIALITY,EQ,SPECIALITY REST LTD      ,Listed    ,18 OCT 2024,              10.00,          48097657,            162.55,     7818274145.35
18 OCT 2024,SPECTRUM,SM,SPECTRUM ELECTRIC IND LTD,Listed    ,18 OCT 2024,              10.00,          15606590,           1668.20,    26034913438.00  
18 OCT 2024,SPECTSTM,SM,SPECTRUM TALENT MGMT LTD ,Listed    ,18 OCT 2024,              10.00,          23093096,            156.40,     3611760214.40  
18 OCT 2024,SPENCERS,EQ,SPENCER S RETAIL LIMITED ,Listed    ,18 OCT 2024,               5.00,          90138789,             97.70,     8805658297.40  
18 OCT 2024,SPIC,EQ,SPIC LTD                 ,Listed    ,18 OCT 2024,              10.00,         203640336,             80.55,    16405265468.15      
18 OCT 2024,SPLIL,EQ,SPL INDUSTRIES LIMITED   ,Listed    ,18 OCT 2024,              10.00,          29000004,             57.15,     1657640228.65     
18 OCT 2024,SPLPETRO,EQ,SUPREME PETROCHEM LIMITED,Listed    ,18 OCT 2024,               2.00,         188041342,            780.30,   146728659162.60  
18 OCT 2024,SPMLINFRA,BE,SPML INFRA LIMITED       ,Listed    ,18 OCT 2024,               2.00,          59685652,            240.90,    14378273566.80 
18 OCT 2024,SPORTKING,EQ,SPORTKING INDIA LIMITED  ,Listed    ,18 OCT 2024,               1.00,         132872000,            114.85,    15263006640.00 
18 OCT 2024,SPPPOLY,SM,SPP POLYMER LIMITED      ,Listed    ,18 OCT 2024,              10.00,          15391160,             41.05,      631807118.00   
18 OCT 2024,SPRL,ST,SP REFRACTORIES LIMITED  ,Listed    ,18 OCT 2024,              10.00,           1789500,            180.25,      322557375.00      
18 OCT 2024,SRD,EQ,SHANKAR LAL RAMPAL LTD   ,Listed    ,18 OCT 2024,              10.00,          63966780,            101.50,     6491348834.40       
18 OCT 2024,SREEL,EQ,SREELEATHERS LIMITED     ,Listed    ,18 OCT 2024,              10.00,          23155012,            269.20,     6233329230.40     
18 OCT 2024,SRF,EQ,SRF LTD                  ,Listed    ,18 OCT 2024,              10.00,         296424825,           2325.70,   689395215502.50       
18 OCT 2024,SRGHFL,EQ,SRG HOUSING FINANCE L    ,Listed    ,18 OCT 2024,              10.00,          13500000,            330.20,     4457700000.00    
18 OCT 2024,SRHHYPOLTD,EQ,SREE RAYALSEEMA HHP LTD. ,Listed    ,18 OCT 2024,              10.00,          17164821,            810.05,    13904363251.05
18 OCT 2024,SRIVASAVI,SM,SRIVASAVI ADHESIVE TAPE L,Listed    ,18 OCT 2024,              10.00,          14174166,            117.15,     1660503546.90 
18 OCT 2024,SRM,BE,SRM CONTRACTORS LIMITED  ,Listed    ,18 OCT 2024,              10.00,          22944200,            276.20,     6337188040.00       
18 OCT 2024,SRPL,EQ,SHREE RAM PROTEINS LTD.  ,Listed    ,18 OCT 2024,               1.00,         428400000,              1.70,      728280000.00      
18 OCT 2024,SSDL,EQ,SARASWATI SAREE DEPOT LTD,Listed    ,18 OCT 2024,              10.00,          39599800,            138.10,     5468336382.00      
18 OCT 2024,SSEGL,ST,SATHLOKHAR SYN E&C GLOB L,Listed    ,18 OCT 2024,              10.00,          24137992,            393.15,     9489851554.80     
18 OCT 2024,SSFL,ST,SRIVARI SPICES N FOODS L ,Listed    ,18 OCT 2024,              10.00,           8570400,            295.40,     2531696160.00      
18 OCT 2024,SSWL,EQ,STEEL STRIPS WHEELS LTD. ,Listed    ,18 OCT 2024,               1.00,         156929325,            213.45,    33498133714.50      
18 OCT 2024,STANLEY,EQ,STANLEY LIFESTYLES LTD   ,Listed    ,18 OCT 2024,               2.00,          57017222,            486.50,    27738878503.00   
18 OCT 2024,STAR,EQ,STRIDES PHARMA SCI LTD   ,Listed    ,18 OCT 2024,              10.00,          91958214,           1628.90,   149790734784.60      
18 OCT 2024,STARCEMENT,EQ,STAR CEMENT LIMITED      ,Listed    ,18 OCT 2024,               1.00,         412428997,            207.10,    85405796698.75
18 OCT 2024,STARHEALTH,EQ,STAR HEALTH & AL INS CO L,Listed    ,18 OCT 2024,              10.00,         585511825,            550.45,   322294984071.25
18 OCT 2024,STARPAPER,EQ,STAR PAPER MILLS LTD     ,Listed    ,18 OCT 2024,              10.00,          15608350,            215.60,     3365160260.00 
18 OCT 2024,STARTECK,EQ,STARTECK FINANCE LIMITED ,Listed    ,18 OCT 2024,              10.00,           9910330,            272.50,     2700564925.00  
18 OCT 2024,STCINDIA,EQ,THE STATE TRADING CORPN  ,Listed    ,18 OCT 2024,              10.00,          60000000,            162.00,     9720000000.00  
18 OCT 2024,STEELCAS,EQ,STEELCAST LIMITED        ,Listed    ,18 OCT 2024,               5.00,          20240000,            767.10,    15526104000.00  
18 OCT 2024,STEELCITY,EQ,STEEL CITY SECURITIES LTD,Listed    ,18 OCT 2024,              10.00,          15107095,             96.20,     1453302539.00 
18 OCT 2024,STEELXIND,EQ,STEEL EXCHANGE INDIA LTD ,Listed    ,18 OCT 2024,               1.00,         943811770,             12.15,    11476751123.20 
18 OCT 2024,STEL,BE,STEL HOLDINGS LIMITED    ,Listed    ,18 OCT 2024,              10.00,          18455405,            551.00,    10168928155.00      
18 OCT 2024,STERTOOLS,EQ,STERLING TOOLS LIMITED   ,Listed    ,18 OCT 2024,               2.00,          36024211,            558.00,    20101509738.00 
18 OCT 2024,STLTECH,EQ,STERLITE TECHNOLOGIES LTD,Listed    ,18 OCT 2024,               2.00,         487749070,            123.25,    60119950368.20   
18 OCT 2024,STOVEKRAFT,EQ,STOVE KRAFT LIMITED      ,Listed    ,18 OCT 2024,              10.00,          33051759,            881.10,    29121904854.90
18 OCT 2024,STYLAMIND,EQ,STYLAM INDUSTRIES LIMITED,Listed    ,18 OCT 2024,               5.00,          16948060,           2360.45,    40005048227.00 
18 OCT 2024,STYLEBAAZA,EQ,BAAZAR STYLE RETAIL LTD  ,Listed    ,18 OCT 2024,               5.00,          74617353,            355.20,    26504083785.60
18 OCT 2024,SUBEXLTD,EQ,SUBEX LTD                ,Listed    ,18 OCT 2024,               5.00,         562002935,             25.70,    14443475429.50  
18 OCT 2024,SUBROS,EQ,SUBROS LIMITED           ,Listed    ,18 OCT 2024,               2.00,          65235750,            670.35,    43730785012.50    
18 OCT 2024,SUDARSCHEM,EQ,SUDARSHAN CHEMICAL INDS L,Listed    ,18 OCT 2024,               2.00,          69227250,           1037.25,    71805965062.50
18 OCT 2024,SUKHJITS,EQ,SUKHJIT STARCH & CHEM LTD,Listed    ,18 OCT 2024,              10.00,          15622000,            592.25,     9252129500.00  
18 OCT 2024,SULA,EQ,SULA VINEYARDS LIMITED   ,Listed    ,18 OCT 2024,               2.00,          84399629,            434.35,    36658978856.15      
18 OCT 2024,SUMICHEM,EQ,SUMITOMO CHEM INDIA LTD  ,Listed    ,18 OCT 2024,              10.00,         499145736,            548.00,   273531863328.00  
18 OCT 2024,SUMIT,BE,SUMIT WOODS LIMITED      ,Listed    ,18 OCT 2024,              10.00,          30587044,            140.00,     4282186160.00     
18 OCT 2024,SUMMITSEC,EQ,SUMMIT SECURITIES LTD    ,Listed    ,18 OCT 2024,              10.00,          10901781,           2903.75,    31656046578.75 
18 OCT 2024,SUNCLAY,EQ,SUNDARAM CLAYTON LIMITED ,Listed    ,18 OCT 2024,               5.00,          20232104,           2215.05,    44815121965.20   
18 OCT 2024,SUNDARAM,EQ,SUNDARAM MULTI PAP LTD   ,Listed    ,18 OCT 2024,               1.00,         473877773,              2.80,     1326857764.40  
18 OCT 2024,SUNDARMFIN,EQ,SUNDARAM FINANCE LTD     ,Listed    ,18 OCT 2024,              10.00,         111103860,           5097.05,   566301929613.00
18 OCT 2024,SUNDARMHLD,EQ,SUNDARAM FINANCE HOLD LTD,Listed    ,18 OCT 2024,               5.00,         222103860,            346.45,    76947882297.00
18 OCT 2024,SUNDRMBRAK,BE,SUNDARAMBRAKE LININGS LTD,Listed    ,18 OCT 2024,              10.00,           3934575,            900.20,     3541904415.00
18 OCT 2024,SUNDRMFAST,EQ,SUNDRAM FASTENERS LTD    ,Listed    ,18 OCT 2024,               1.00,         210128370,           1395.45,   293223633916.50
18 OCT 2024,SUNFLAG,EQ,SUNFLAG IRON AND STEEL CO,Listed    ,18 OCT 2024,              10.00,         180219448,            218.65,    39404982305.20   
18 OCT 2024,SUNLITE,SM,SUNLITE RECYCLING IND LTD,Listed    ,18 OCT 2024,              10.00,          10880000,            166.05,     1806624000.00   
18 OCT 2024,SUNPHARMA,EQ,SUN PHARMACEUTICAL IND L ,Listed    ,18 OCT 2024,               1.00,        2399334970,           1910.35,  4583569559939.50 
18 OCT 2024,SUNREST,SM,SUNREST LIFESCIENCE LTD  ,Listed    ,17 OCT 2024,              10.00,           4291200,             58.50,      251035200.00   
18 OCT 2024,SUNTECK,EQ,SUNTECK REALTY LIMITED   ,Listed    ,18 OCT 2024,               1.00,         146486419,            592.50,    86793203257.50   
18 OCT 2024,SUNTV,EQ,SUN TV NETWORK LIMITED   ,Listed    ,18 OCT 2024,               5.00,         394084620,            759.95,   299484606969.00     
18 OCT 2024,SUPERHOUSE,EQ,SUPERHOUSE LIMITED       ,Listed    ,18 OCT 2024,              10.00,          11025000,            230.95,     2546113500.00
18 OCT 2024,SUPERSPIN,BE,SUPER SPINNING MILLS LTD ,Listed    ,18 OCT 2024,               1.00,          55000000,              9.85,      540650000.00 
18 OCT 2024,SUPRAJIT,EQ,SUPRAJIT ENGINEERING LTD ,Listed    ,18 OCT 2024,               1.00,         138569385,            503.25,    69735043001.25  
18 OCT 2024,SUPREMEENG,BE,SUPREME ENGINEERING LTD  ,Listed    ,18 OCT 2024,               1.00,         249950000,              3.15,      784843000.00
18 OCT 2024,SUPREMEIND,EQ,SUPREME INDUSTRIES LTD   ,Listed    ,18 OCT 2024,               2.00,         127026870,           5060.35,   642800421604.50
18 OCT 2024,SUPREMEINF,BZ,SUPREME INFRA. LTD       ,Listed    ,18 OCT 2024,              10.00,          25698372,            124.75,     3205871907.00
18 OCT 2024,SUPREMEPWR,ST,SUPREME POWER EQUIPMENT L,Listed    ,18 OCT 2024,              10.00,          24991135,            235.10,     5875415838.50
18 OCT 2024,SUPRIYA,EQ,SUPRIYA LIFESCIENCE LTD  ,Listed    ,18 OCT 2024,               2.00,          80482800,            555.10,    44676002280.00   
18 OCT 2024,SURAJEST,EQ,SURAJ ESTATE DEVELOPERS L,Listed    ,18 OCT 2024,               5.00,          44361111,            798.25,    35411256855.75  
18 OCT 2024,SURAJLTD,BE,SURAJ LIMITED            ,Listed    ,18 OCT 2024,              10.00,          18364100,            455.00,     8355665500.00  
18 OCT 2024,SURANASOL,BE,SURANA SOLAR LIMITED     ,Listed    ,18 OCT 2024,               5.00,          49206600,             55.35,     2723093244.00 
18 OCT 2024,SURANAT&P,EQ,SURANA TELECOM AND POW LT,Listed    ,18 OCT 2024,               1.00,         135759963,             23.25,     3156419139.75 
18 OCT 2024,SURANI,SM,SURANI STEEL TUBES LTD.  ,Listed    ,18 OCT 2024,              10.00,          10634000,            286.35,     3045045900.00    
18 OCT 2024,SURYALAXMI,EQ,SURYALAKSHMI COT MIL LTD ,Listed    ,18 OCT 2024,              10.00,          18805290,             88.65,     1666712852.70
18 OCT 2024,SURYAROSNI,EQ,SURYA ROSHNI LTD         ,Listed    ,18 OCT 2024,               5.00,         108817948,            672.80,    73212715414.40
18 OCT 2024,SURYODAY,EQ,SURYODAY SMALL FIN BK LTD,Listed    ,18 OCT 2024,              10.00,         106247425,            169.30,    17988751526.75  
18 OCT 2024,SUTLEJTEX,EQ,SUTLEJ TEXT & INDUS LTD  ,Listed    ,18 OCT 2024,               1.00,         163828620,             63.90,    10467010531.80 
18 OCT 2024,SUULD,BE,SUUMAYA INDUSTRIES LTD   ,Listed    ,18 OCT 2024,              10.00,          67343643,              4.75,      319208867.80     
18 OCT 2024,SUVEN,EQ,SUVEN LIFE SCIENCES LTD  ,Listed    ,18 OCT 2024,               1.00,         218073717,            130.65,    28493511863.20     
18 OCT 2024,SUVENPHAR,EQ,SUVEN PHARMACEUTICALS LTD,Listed    ,18 OCT 2024,               1.00,         254564956,           1239.80,   315609632448.80 
18 OCT 2024,SUVIDHAA,EQ,SUVIDHAA INFOSERVE LTD   ,Listed    ,18 OCT 2024,               1.00,         209806690,              5.10,     1072112185.90  
18 OCT 2024,SUYOG,EQ,SUYOG TELEMATICS LIMITED ,Listed    ,18 OCT 2024,              10.00,          10662120,           1727.00,    18413481240.00     
